git_label_serial_number,class_name,code_len,calc_comments_number,entropy,time_from_intro,time_from_last_fix,has_unit_test,num_of_fixes
261,EtcdDefragmentationCheckInController,277,20,7.23837214137,345,93,0,0
261,ncom_access,91,3,5.88950164562,470,241,0,0
261,NuageVersionDataCollector,51,2,5.07900058694,302,302,0,0
261,NetworkInterfaceAddresses,164,3,6.19087310381,589,58,0,0
261,IsCephHealthOk,101,0,5.68529403219,637,30,0,0
261,UCBackupCheck,288,3,6.80555755523,547,86,0,0
261,ScaleBlocker,16,0,3.57781953111,430,430,0,0
261,VmsStorageInfo,60,0,5.11990257979,483,472,0,0
261,MonitorsCount,77,0,5.50029887824,637,30,0,0
261,ValidateNcsCephKeyring,66,0,5.26521348352,15,6,0,0
261,CheckSwiftFilesOvercloud,114,0,5.84944147084,475,135,0,0
261,CBISKeyringConfigCheck,9,0,3.16992500144,30,30,0,0
262,NetworkInterfaceLinks,157,2,6.18109674622,449,269,0,0
262,RabbitmqBaseClass,67,0,5.37162165295,527,176,0,3
262,AllPodsHasLimits,112,0,5.85643087327,228,63,0,1
262,ValidationReadPermissions,265,2,6.78804288216,568,206,0,0
262,CheckRightSocketNum,94,0,5.66399994944,529,90,0,0
262,uc_rpm_list_check,65,1,5.3882250292,644,536,0,2
262,JsonFileIsValid,134,0,6.10607084007,70,31,0,0
262,FsidNovaConfValidator,44,0,4.7261438344,59,59,0,0
262,UniformBaremetalPropertiesValidation,180,0,6.14390834733,541,527,0,0
262,FSIDCinderConfValidator,113,0,5.97975518444,59,59,0,0
262,DomIfAddressInfo,32,0,4.8125,511,511,0,0
262,check_neutron_agents,235,0,6.48214543751,547,269,0,0
262,KeyringCephRBDConfigCheck,6,0,2.58496250072,59,59,0,0
262,KeyringOpenstackConfigCheck,6,0,2.58496250072,59,59,0,0
262,DomMemstatInfo,19,0,4.03740119765,513,513,0,0
262,RabbitMQCheckOnUC,44,0,4.78553424467,213,213,0,0
262,is_message_of_the_day_correct,54,18,3.83964346508,468,468,0,0
262,AreAllOSDsRunningOnNCS,68,0,5.35254859932,442,442,0,0
262,UnifyHWCheck_on_ncs_workers,45,0,4.78074198522,547,269,0,0
